  section         X    mean y
        1      -440       1.2
        2      -390       2.2
        3      -340       1.1
        4      -290       0.7
        5      -240       0.8
        6      -190       0.1
        7      -140       0.5
        8       -90       0.3
        9       -40       1.1
       10        10       1.9
       11        60       2.2
       12       110       2.5
       13       160       2.9
       14       210       2.4
       15       260       2.5
       16       310       2.1
       17       360       2.2
       18       410       1.7
       19       460       2.5
       20       510       2.2
       21       560       1.8
       22       610       1.6
       23       660       1.5
       24       710       1.4
       25       760       0.7
       26       810       0.4
       27       860       0.3
       28       910      -0.7
       29       960       0.6
       30      1010       0.3
       31      1060       0.9
       32      1110       1.1
       33      1160       1.1
       34      1210       1.5
       35      1260       0.8
       36      1310       1.5
       37      1360       1.5
       38      1410       1.3
       39      1460       2.3
       40      1510       1.6
       41      1560       1.3
       42      1610       2.0
       43      1660       2.2
       44      1710       2.6
       45      1760       2.7
       46      1810       2.7
       47      1860       2.8
       48      1910       3.0
       49      1960       4.1
       50      2010       4.2
       51      2060       4.1
       52      2110       4.8
       53      2160       4.5
       54      2210       4.3
       55      2260       3.4
       56      2310       3.1
       57      2360       4.3
       58      2410       3.7
       59      2460       3.4
       60      2510       2.4
       61      2560       1.9
       62      2610       1.7
       63      2660       1.6
       64      2710       2.4
       65      2760       1.6
       66      2810       2.4
       67      2860       2.0
       68      2910       2.0
       69      2960       2.1
       70      3010       1.6
       71      3060       1.7
       72      3110       1.0
       73      3160       0.4
       74      3210       0.3
       75      3260      -0.1
       76      3310       0.4
       77      3360      -0.3
       78      3410       0.2
       79      3460       0.1
       80      3510       1.1
       81      3560       0.7
       82      3610       1.1
       83      3660       0.9
       84      3710       0.7
       85      3760       0.4
       86      3810       0.2
       87      3860       0.3
       88      3910       0.1
       89      3960       0.9
       90      4010       0.3
       91      4060       0.7
       92      4110       0.3
       93      4160       0.4
       94      4210       1.2
       95      4260       1.1
       96      4310       1.5
       97      4360       1.4
       98      4410       1.8
       99      4460       1.4
      100      4510       1.7
      101      4560       1.4
      102      4610       2.3
      103      4660       1.5
      104      4710       1.4
      105      4760       0.9
      106      4810       1.8
      107      4860       1.0
      108      4910       1.2
      109      4960      -0.1
      110      5010      -0.8
      111      5060      -0.6
      112      5110       0.1
      113      5160       0.8
      114      5210      -0.4
      115      5260      -0.4
      116      5310      -0.8
      117      5360      -0.5
      118      5410      -0.7
      119      5460      -0.3
      120      5510      -0.7
      121      5560      -0.5
      122      5610      -0.2
      123      5660      -0.4
      124      5710      -0.2
      125      5760      -0.4
      126      5810      -0.6
      127      5860      -0.5
      128      5910       0.2
      129      5960       0.0
      130      6010       0.3
      131      6060      -0.2
      132      6110       0.0
      133      6160      -0.9
      134      6210      -0.5
      135      6260      -1.5
      136      6310      -1.1
      137      6360      -1.7
      138      6410      -1.5
      139      6460      -2.0
      140      6510      -1.2
      141      6560      -1.4
      142      6610      -1.0
      143      6660      -1.1
      144      6710      -0.7
      145      6760      -0.1
      146      6810      -0.5
      147      6860      -0.2
      148      6910       0.0
      149      6960       0.9
      150      7010       0.5
      151      7060       0.6
      152      7110      -0.6
      153      7160       0.5
      154      7210       0.3
      155      7260       1.0
      156      7310       1.0
      157      7360       1.4
      158      7410       1.5
      159      7460       1.4
      160      7510       1.1
      161      7560       0.8
      162      7610       0.8
      163      7660       0.7
      164      7710       0.5
      165      7760       0.1
      166      7810       1.1
      167      7860       1.4
      168      7910       1.2
      169      7960       1.0
      170      8010       0.4
      171      8060       0.5
      172      8110       0.1
      173      8160      -0.5
      174      8210      -1.1
      175      8260      -0.4
      176      8310      -0.8
      177      8360      -0.7
      178      8410      -0.8
      179      8460      -0.7
      180      8510      -0.6
      181      8560      -1.7
      182      8610      -1.0
      183      8660      -1.8
      184      8710      -1.2
      185      8760      -1.5
      186      8810      -1.3
      187      8860      -1.4
      188      8910      -1.8
      189      8960      -0.9
      190      9010      -2.1
      191      9060      -1.2
      192      9110      -1.9
      193      9160      -1.5
      194      9210      -1.9
      195      9260      -2.6
      196      9310      -2.6
      197      9360      -2.9
      198      9410      -2.7
      199      9460      -3.3
      200      9510      -2.6
      201      9560      -3.3
      202      9610      -2.5
      203      9660      -2.8
      204      9710      -2.9
      205      9760      -3.0
      206      9810      -3.0
      207      9860      -2.7
      208      9910      -3.2
      209      9960      -2.1
      210     10010      -2.4
      211     10060      -1.9
