  section         X    mean y
        1      -440       2.4
        2      -390       2.7
        3      -340       1.9
        4      -290       2.2
        5      -240       2.4
        6      -190       2.5
        7      -140       3.1
        8       -90       2.9
        9       -40       2.4
       10        10       2.8
       11        60       2.9
       12       110       2.4
       13       160       2.9
       14       210       2.5
       15       260       2.5
       16       310       1.6
       17       360       1.5
       18       410       1.0
       19       460       1.4
       20       510       1.0
       21       560       0.8
       22       610       1.2
       23       660       0.9
       24       710       1.7
       25       760       1.3
       26       810       2.5
       27       860       2.1
       28       910       2.2
       29       960       1.7
       30      1010       1.5
       31      1060       1.0
       32      1110       1.6
       33      1160       1.4
       34      1210       2.5
       35      1260       2.0
       36      1310       2.8
       37      1360       2.0
       38      1410       2.2
       39      1460       1.9
       40      1510       1.6
       41      1560       2.2
       42      1610       2.8
       43      1660       2.4
       44      1710       1.4
       45      1760       1.8
       46      1810       1.4
       47      1860       1.0
       48      1910       0.9
       49      1960       1.2
       50      2010       0.3
       51      2060       1.5
       52      2110       1.4
       53      2160       2.0
       54      2210       1.4
       55      2260       2.2
       56      2310       1.6
       57      2360       1.5
       58      2410       0.6
       59      2460       1.3
       60      2510       1.0
       61      2560       2.0
       62      2610       2.0
       63      2660       1.9
       64      2710       1.0
       65      2760       0.9
       66      2810       0.6
       67      2860       0.5
       68      2910      -0.2
       69      2960       0.6
       70      3010       0.2
       71      3060       0.9
       72      3110       0.2
       73      3160       1.1
       74      3210       0.5
       75      3260       1.0
       76      3310       0.2
       77      3360       0.6
       78      3410       0.0
       79      3460       0.2
       80      3510      -0.5
       81      3560      -0.1
       82      3610      -0.4
       83      3660      -0.5
       84      3710      -0.7
       85      3760       0.4
       86      3810      -0.2
       87      3860      -0.3
       88      3910      -1.1
       89      3960      -1.4
       90      4010      -1.8
       91      4060      -1.2
       92      4110      -2.0
       93      4160      -1.5
       94      4210      -1.6
       95      4260      -0.4
       96      4310      -0.3
       97      4360      -0.1
       98      4410       0.2
       99      4460       1.1
      100      4510       1.3
      101      4560       1.3
      102      4610       0.8
      103      4660       1.0
      104      4710       0.4
      105      4760       0.1
      106      4810       0.6
      107      4860       0.1
      108      4910       0.2
      109      4960      -0.5
      110      5010      -0.2
      111      5060      -0.3
      112      5110       0.2
      113      5160       0.2
      114      5210      -0.3
      115      5260       0.0
      116      5310       0.7
      117      5360       0.5
      118      5410       1.1
      119      5460       0.9
      120      5510       1.1
      121      5560      -0.2
      122      5610       0.8
      123      5660       2.2
      124      5710       2.5
      125      5760       0.8
      126      5810       1.0
      127      5860       1.3
      128      5910       0.4
      129      5960       0.8
      130      6010      -0.4
      131      6060      -0.3
      132      6110      -0.9
      133      6160      -0.2
      134      6210      -0.6
      135      6260       0.6
      136      6310       0.5
      137      6360       0.6
      138      6410      -0.7
      139      6460      -1.0
      140      6510      -1.0
      141      6560      -1.3
      142      6610       0.2
      143      6660       0.2
      144      6710       0.8
      145      6760       0.2
      146      6810       1.1
      147      6860       0.4
      148      6910       1.2
      149      6960       0.6
      150      7010       1.3
      151      7060       0.5
      152      7110       0.2
      153      7160       0.0
      154      7210      -0.2
      155      7260      -0.3
      156      7310      -0.8
      157      7360      -0.4
      158      7410      -1.2
      159      7460      -1.0
      160      7510      -0.9
      161      7560      -1.2
      162      7610       0.0
      163      7660      -0.4
      164      7710       0.2
      165      7760       1.0
      166      7810       0.0
      167      7860       0.8
      168      7910       0.7
      169      7960       2.5
      170      8010       1.2
      171      8060       0.5
      172      8110      -1.3
      173      8160      -0.1
      174      8210       2.3
      175      8260       2.8
      176      8310       4.0
      177      8360       0.3
      178      8410       0.1
      179      8460      -0.4
      180      8510       0.0
      181      8560      -0.3
      182      8610       0.2
      183      8660       0.1
      184      8710      -0.2
      185      8760       0.0
      186      8810      -0.6
      187      8860      -0.5
      188      8910      -1.3
      189      8960      -0.5
      190      9010      -1.0
      191      9060      -0.4
      192      9110      -0.7
      193      9160      -0.6
      194      9210      -0.6
      195      9260      -0.1
      196      9310       0.3
      197      9360       0.4
      198      9410       0.6
      199      9460       0.5
      200      9510       1.2
      201      9560       0.7
      202      9610       0.6
      203      9660      -0.1
      204      9710      -0.1
      205      9760      -0.7
      206      9810      -0.6
      207      9860      -1.6
      208      9910       0.1
      209      9960      -0.9
      210     10010      -0.6
      211     10060      -1.0
      212     10110      -0.8
      213     10160      -1.1
      214     10210      -1.9
      215     10260      -2.4
      216     10310      -2.0
      217     10360      -1.4
      218     10410      -1.4
      219     10460      -1.1
      220     10510      -1.2
      221     10560      -1.3
      222     10610      -1.4
      223     10660      -0.9
      224     10710      -1.1
      225     10760      -0.3
      226     10810      -1.0
      227     10860      -0.5
      228     10910      -0.1
      229     10960      -1.2
      230     11010      -1.1
      231     11060      -0.1
      232     11110       0.4
      233     11160      -2.0
      234     11210      -2.2
      235     11260      -3.1
      236     11310      -3.0
      237     11360      -3.5
      238     11410      -2.7
      239     11460      -4.1
      240     11510      -3.3
      241     11560      -1.7
      242     11610      -0.4
      243     11660      -1.0
      244     11710      -0.5
      245     11760      -1.3
      246     11810      -0.9
      247     11860      -1.2
      248     11910      -1.3
      249     11960      -1.9
      250     12010      -0.9
      251     12060      -2.2
      252     12110      -1.7
      253     12160      -1.9
      254     12210      -2.3
      255     12260      -2.5
