-5113525.000,-4290700.000,-4573500.000,-5219425.000,-4903125.000,-6023575.000,-4753800.000,-6078900.000,-6209200.000,-5240638.889,664059.499
-7481025.000,-7122250.000,-7121675.000,-7568125.000,-8242050.000,-7973675.000,-8020500.000,-9254175.000,0.000,-7847934.375,656259.827
-9426475.000,-8751800.000,-8749500.000,-10027525.000,-9945200.000,-9621700.000,-10327350.000,0.000,0.000,-9549935.714,571565.390
-10783525.000,-9782900.000,-10843300.000,-11602625.000,-11194450.000,-11540025.000,0.000,0.000,0.000,-10957804.167,610281.423
-11488575.000,-11466075.000,-12217900.000,-12450350.000,-12161275.000,0.000,0.000,0.000,0.000,-11956835.000,403390.756
-12179900.000,-12607975.000,-12941850.000,-13274775.000,0.000,0.000,0.000,0.000,0.000,-12751125.000,405393.411
-13137175.000,-13255750.000,-13943125.000,0.000,0.000,0.000,0.000,0.000,0.000,-13445350.000,355293.279
-13970375.000,-14296350.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-14133362.500,162987.500
-14903675.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-14903675.000,0.000
0.924,0.965,0.992,0.990,0.975,1.006,1.090,0.000,0.000,0.000,0.000
0.008,0.014,0.023,0.033,0.046,0.259,1.095,0.000,0.000,0.000,0.000
1.725,1.940,1.764,1.283,0.920,0.926,0.802,0.000,0.000,0.000,0.000
0.404,0.563,0.675,0.638,0.591,2.210,4.681,0.000,0.000,0.000,0.000
