  section         X    mean y
        1      -440       1.3
        2      -390       1.6
        3      -340       0.9
        4      -290       1.0
        5      -240       1.4
        6      -190       0.9
        7      -140       1.4
        8       -90       1.0
        9       -40       1.5
       10        10       1.3
       11        60       1.3
       12       110       1.3
       13       160       0.9
       14       210       1.1
       15       260       0.3
       16       310       1.0
       17       360       0.5
       18       410       1.0
       19       460       0.1
       20       510      -0.2
       21       560       0.1
       22       610      -0.4
       23       660      -0.1
       24       710      -0.8
       25       760       0.1
       26       810      -0.7
       27       860       0.3
       28       910      -0.2
       29       960       1.0
       30      1010       0.2
       31      1060       0.6
       32      1110       0.1
       33      1160       0.6
       34      1210       0.3
       35      1260       0.6
       36      1310       0.6
       37      1360       0.9
       38      1410       0.8
       39      1460       0.3
       40      1510       0.7
       41      1560       0.0
       42      1610       0.1
       43      1660      -0.7
       44      1710      -0.3
       45      1760      -1.2
       46      1810      -1.1
       47      1860      -1.6
       48      1910      -0.7
       49      1960      -0.5
       50      2010       0.0
       51      2060      -0.1
       52      2110      -0.4
       53      2160      -0.7
       54      2210      -0.6
       55      2260       0.0
       56      2310       0.0
       57      2360       0.5
       58      2410       0.3
       59      2460       0.9
       60      2510       0.7
       61      2560       1.8
       62      2610       1.0
       63      2660       1.7
       64      2710       1.0
       65      2760       1.7
       66      2810       1.3
       67      2860       1.7
       68      2910       0.8
       69      2960       1.0
       70      3010       0.9
       71      3060       1.0
       72      3110       0.8
       73      3160       1.1
       74      3210       1.2
       75      3260       0.9
       76      3310       1.0
       77      3360       1.0
       78      3410       1.3
       79      3460       0.9
       80      3510       0.7
       81      3560      -0.4
       82      3610       0.5
       83      3660       0.1
       84      3710       0.2
       85      3760      -0.4
       86      3810       0.1
       87      3860      -0.4
       88      3910      -0.3
       89      3960      -0.7
       90      4010      -0.2
       91      4060      -0.6
       92      4110      -0.3
       93      4160      -0.8
       94      4210      -1.2
       95      4260      -0.6
       96      4310      -1.1
       97      4360      -1.0
       98      4410      -0.3
       99      4460       0.1
      100      4510      -0.4
      101      4560      -0.7
      102      4610      -0.4
      103      4660       0.5
      104      4710       0.3
      105      4760       0.3
      106      4810       0.3
