  section         X    mean y
        1      -440       0.5
        2      -390      -0.5
        3      -340      -0.6
        4      -290      -1.0
        5      -240      -1.1
        6      -190      -0.8
        7      -140      -1.2
        8       -90      -0.3
        9       -40      -0.7
       10        10       0.4
       11        60      -0.4
       12       110      -0.8
       13       160      -0.6
       14       210      -1.2
       15       260      -1.2
       16       310      -2.0
       17       360      -1.7
       18       410      -1.8
       19       460      -1.9
       20       510      -1.1
       21       560      -1.2
       22       610      -1.3
       23       660      -0.5
       24       710      -1.8
       25       760      -1.8
       26       810      -3.9
       27       860      -3.4
       28       910      -2.3
       29       960      -1.8
       30      1010      -1.4
       31      1060      -2.3
       32      1110      -2.0
       33      1160      -2.1
       34      1210      -2.0
       35      1260      -1.2
       36      1310      -1.3
       37      1360      -0.5
       38      1410      -1.4
       39      1460      -1.0
       40      1510      -1.5
       41      1560      -1.1
       42      1610      -1.0
       43      1660      -0.4
       44      1710      -0.7
       45      1760      -1.0
       46      1810      -1.5
       47      1860      -1.8
       48      1910      -1.5
       49      1960      -1.9
       50      2010      -1.7
       51      2060      -2.2
       52      2110      -1.5
       53      2160      -1.9
       54      2210      -0.9
       55      2260      -1.0
       56      2310      -0.2
       57      2360      -0.7
       58      2410      -0.5
       59      2460      -0.5
       60      2510       0.0
       61      2560       1.4
       62      2610       1.1
       63      2660       1.8
       64      2710       1.5
       65      2760       1.9
       66      2810       1.8
       67      2860       2.4
       68      2910       1.8
       69      2960       2.3
       70      3010       2.0
       71      3060       1.9
       72      3110       2.5
       73      3160       2.1
       74      3210       2.1
       75      3260       1.8
       76      3310       3.1
       77      3360       2.9
       78      3410       3.7
       79      3460       3.3
       80      3510       3.9
       81      3560       4.0
       82      3610       4.4
       83      3660       5.2
       84      3710       4.6
       85      3760       5.0
       86      3810       3.8
       87      3860       3.6
       88      3910       3.5
       89      3960       2.8
       90      4010       3.1
       91      4060       1.7
       92      4110       2.5
       93      4160       1.8
       94      4210       2.0
       95      4260       2.2
       96      4310       2.3
       97      4360       2.6
       98      4410       2.4
       99      4460       2.6
      100      4510       2.2
      101      4560       1.7
      102      4610       1.7
      103      4660       1.0
      104      4710       1.6
      105      4760       1.0
      106      4810       1.6
      107      4860       1.6
      108      4910       1.3
      109      4960       1.6
      110      5010       1.7
      111      5060       2.0
      112      5110       2.0
      113      5160       2.0
      114      5210       2.1
      115      5260       1.6
      116      5310       2.3
      117      5360       1.7
      118      5410       2.3
      119      5460       1.5
      120      5510       1.5
      121      5560       1.8
      122      5610       1.5
      123      5660       1.5
      124      5710       0.8
      125      5760       1.4
      126      5810       1.0
      127      5860       1.5
      128      5910       1.7
      129      5960       1.7
      130      6010       2.0
      131      6060       1.5
      132      6110       2.4
      133      6160       2.7
      134      6210       2.4
      135      6260       3.0
      136      6310       1.9
      137      6360       2.5
      138      6410       2.1
      139      6460       2.1
      140      6510       1.4
      141      6560       1.5
      142      6610       2.4
      143      6660       2.0
      144      6710       2.7
      145      6760       2.5
      146      6810       2.4
      147      6860       1.6
      148      6910       1.1
      149      6960       1.3
      150      7010       0.5
      151      7060       0.1
      152      7110      -0.7
      153      7160      -0.5
      154      7210      -0.6
      155      7260      -0.4
      156      7310       0.2
      157      7360       0.0
      158      7410       0.0
      159      7460      -0.2
      160      7510       0.5
      161      7560       0.2
      162      7610       0.1
      163      7660      -0.2
      164      7710      -0.7
      165      7760      -0.3
      166      7810      -0.7
      167      7860       0.3
      168      7910      -0.1
      169      7960      -0.2
      170      8010      -0.4
      171      8060      -0.5
      172      8110      -0.5
      173      8160      -0.8
      174      8210      -1.4
      175      8260      -2.0
      176      8310      -2.5
      177      8360      -2.3
      178      8410      -3.0
      179      8460      -3.0
      180      8510      -4.1
      181      8560      -3.7
      182      8610      -2.7
      183      8660      -1.8
      184      8710      -1.1
      185      8760      -0.6
      186      8810       0.8
      187      8860       1.0
      188      8910       1.7
      189      8960       1.1
      190      9010       2.4
      191      9060       2.4
      192      9110       2.5
      193      9160       3.9
      194      9210       3.5
      195      9260       3.3
      196      9310       2.3
      197      9360       2.6
      198      9410       2.1
      199      9460       1.7
      200      9510       2.1
      201      9560       1.4
      202      9610       1.6
      203      9660       0.8
      204      9710       1.2
      205      9760       0.9
      206      9810       0.1
      207      9860       0.7
      208      9910       0.3
      209      9960       0.3
      210     10010      -0.1
      211     10060      -0.2
      212     10110       0.4
      213     10160      -0.2
      214     10210       0.6
      215     10260       0.1
      216     10310       0.1
      217     10360      -0.4
      218     10410      -0.3
      219     10460      -0.5
      220     10510      -0.6
      221     10560      -0.4
      222     10610      -1.2
      223     10660      -0.4
      224     10710      -1.2
      225     10760      -1.0
      226     10810      -1.5
      227     10860      -1.5
      228     10910      -1.3
      229     10960      -2.2
      230     11010      -1.7
      231     11060      -2.6
      232     11110      -2.3
      233     11160      -1.8
      234     11210      -2.6
      235     11260      -2.5
      236     11310      -3.1
      237     11360      -2.5
      238     11410      -2.7
      239     11460      -3.1
      240     11510      -2.9
      241     11560      -3.3
      242     11610      -3.5
      243     11660      -4.2
      244     11710      -3.6
      245     11760      -3.9
      246     11810      -3.5
      247     11860      -2.8
      248     11910      -3.0
      249     11960      -2.4
      250     12010      -2.9
      251     12060      -2.0
      252     12110      -2.1
      253     12160      -1.4
      254     12210      -1.2
      255     12260      -2.1
      256     12310      -0.9
      257     12360      -1.1
      258     12410      -0.6
      259     12460      -1.3
      260     12510      -1.3
      261     12560      -1.2
      262     12610      -1.5
      263     12660      -1.2
      264     12710      -1.5
      265     12760      -1.2
      266     12810      -1.5
      267     12860      -1.2
      268     12910      -1.6
      269     12960      -2.6
      270     13010      -2.4
      271     13060      -3.6
      272     13110      -3.4
      273     13160      -3.3
      274     13210      -2.7
      275     13260      -3.0
      276     13310      -3.0
      277     13360      -3.3
      278     13410      -4.1
